Designation,Gender,CollegeTier,collegeGPA,CollegeCityTier,English,Logical,Quant,Domain,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
Software Developer,f,2,76.12,1,545,465,685,0.930370607,-0.55770599,0.246977013,0.930432059,-2.84775974,-1.303356481
Software Developer,f,2,76.18,1,510,665,635,0.793580615,-1.474792454,0.342402579,0.25437824,-2.913888274,-1.477078848
Software Developer,m,2,76.2,0,495,505,505,0.916869961,-0.950954549,0.972997105,0.653456209,-1.844801523,-0.493710899
Software Developer,m,2,76.2,1,720,645,750,0.864685413,-0.336898318,0.215653546,0.602077283,-1.834553407,-0.203014413
Software Developer,m,2,76.2,1,650,555,650,0.600057182,-0.200196364,0.976443763,-0.513828706,-2.619150265,-0.180740181
Software Developer,m,2,76.2,0,615,560,695,0.704090412,-0.208894556,-0.158647212,0.775814188,2.531824452,-0.972270108
Software Developer,m,2,76.23,1,640,630,575,0.983749967,0.12319498,0.754126503,0.531523575,-1.635928787,-0.498627887
Software Developer,f,1,76.24,1,485,525,620,0.953899775,-1.183937826,0.201187431,0.224979581,2.92389381,-0.900579476
Software Developer,m,2,76.26,0,555,495,810,0.843123727,0.254729389,0.925738883,0.86344697,-1.501871873,-1.49381173
Software Developer,f,2,76.29,0,475,495,445,0.930370607,-1.26035659,0.923271739,-0.373283819,2.228111116,-0.120533598
Software Developer,f,2,76.3,0,485,445,435,0.864685413,0.549916067,0.271000452,0.745240766,-2.951771879,0.171799028
Software Developer,f,1,76.3,1,660,495,590,0.824666401,-0.828340618,0.577747505,0.492357172,-2.277743351,0.419197817
Software Developer,m,1,76.3,0,710,570,635,0.979521744,-1.462044093,0.561806724,0.958636295,2.098793925,-0.148883867
Software Developer,f,2,76.32,0,650,695,705,0.901489571,0.672538772,0.892908184,0.445736511,-2.550850652,0.106064436
Software Developer,f,2,76.36,0,695,500,750,0.983749967,0.645664514,0.743699427,0.039121445,-1.879562172,-0.57598268
Software Developer,m,2,76.4,0,575,605,655,0.960603252,-1.432355688,-0.247601299,0.99321805,-1.560686101,-0.43388411
Software Developer,f,2,76.4,0,605,450,605,0.600057182,-0.458210551,0.37822355,0.756726203,-2.626593235,-0.584756029
Software Developer,f,2,76.4,1,490,555,560,0.842248322,-0.83000771,0.959223167,-0.49971356,-2.323339474,-0.111012937
Software Developer,m,2,76.44,0,535,510,605,0.88162007,-1.231558552,-0.909755678,0.453449639,-2.108124043,-1.078909482
Software Developer,m,1,76.48,1,465,605,555,0.930370607,1.01958749,-0.035089051,-0.628939714,-2.799969528,-0.739881951
Software Developer,m,2,76.5,1,545,675,655,0.910770164,0.569674578,0.654167176,0.810234578,-1.689234702,-0.042747426
Software Developer,m,2,76.5,1,565,635,684,0.776578324,-0.620786566,0.552297294,0.98443716,-1.521499359,-0.097899186
Software Developer,m,1,76.5,1,590,595,680,0.493596387,-0.557481546,0.250801629,0.171392204,-1.964506049,-0.90379349
Software Developer,f,2,76.56,0,555,415,515,0.793580615,-1.213960938,0.34196418,0.633469676,-2.105538895,-0.982744318
Software Developer,m,2,76.56,0,580,480,405,0.622642916,-0.208065947,0.457212808,0.76299416,-2.168635504,-0.634574017
Software Developer,m,2,76.58,0,645,605,595,0.901489571,-0.325661637,0.405046153,0.972626064,-2.973986435,-0.191340296
Software Developer,m,2,76.6,0,515,485,585,0.670743151,-1.036721841,-0.918889194,-0.861769542,2.58149343,-0.656591322
Software Developer,m,2,76.6,1,570,510,635,0.884122512,-0.674447689,0.901532284,0.666910658,-2.712168443,-0.293705295
Software Developer,m,2,76.7,0,465,545,485,0.377551419,1.107007781,0.797462168,0.205111363,-2.378709428,-0.056662865
Software Developer,m,2,76.7,1,455,530,440,0.622642916,-0.370004001,0.988806045,0.252702643,-2.935510806,-1.401356957
Software Developer,f,2,76.76,0,465,575,625,0.864685413,-1.085981233,0.2672363,0.779758622,-1.636468086,-0.297687902
Software Developer,m,1,76.8,0,625,715,645,0.994050872,-0.39045285,0.499705624,0.69528787,-1.544568387,-1.116242724
Software Developer,f,2,76.9,1,465,510,635,0.765673581,-1.073959849,0.84387805,-0.796717822,-1.70952556,-1.158986338
Software Developer,m,2,76.9,0,430,530,630,0.996744487,1.403582581,0.295751297,0.606800201,-1.984143543,-1.100999222
Software Developer,m,1,76.91,1,535,465,605,0.538386893,1.180560195,0.84504745,0.65227767,-2.094924802,-1.245182064
Software Developer,f,2,76.97,1,545,450,530,0.704090412,-1.259308749,0.282767629,0.558476315,-1.655583107,-1.316970688
Software Developer,m,2,77,1,565,465,535,0.635978756,-0.126428618,0.297075598,0.46570925,-1.99351307,-1.371939053
Software Developer,m,2,77,0,505,485,615,0.824666401,-0.455094946,0.871129748,0.698799369,-2.395825778,-0.057760825
Software Developer,m,2,77,0,435,505,615,0.600057182,-0.896502094,0.680552736,-0.643214681,-2.957456222,-0.365727479
Software Developer,m,2,77,1,425,425,435,0.525922584,-0.367198862,0.401270968,0.253781231,2.434763178,-0.420399136
Software Developer,m,2,77,0,385,425,435,0.81941653,-1.092321037,0.079612872,0.415371918,-2.72203256,-0.801971177
Software Developer,f,2,77,0,455,445,445,0.694479328,-0.166113112,0.159755696,-0.451480698,-2.40313651,-0.420168214
Software Developer,m,2,77,0,645,575,615,0.376059587,-0.297745578,0.023323932,0.054144781,-2.692629187,0.012722534
Software Developer,f,2,77,0,505,495,615,0.538386893,-1.354074921,0.360771459,-0.658607778,2.286834531,-1.353022675
Software Developer,m,2,77,0,435,465,515,0.735795709,0.135668267,0.763684839,0.73662448,-2.477461119,-0.121535472
Software Developer,m,2,77,0,485,415,575,0.925645767,-1.43230279,0.065666231,0.275998393,-2.521312156,1.44987217
Software Developer,m,1,77,1,375,595,585,0.994050872,-1.034253552,0.926269193,0.457154566,-2.059174998,-1.016133117
Software Developer,m,2,77,0,555,605,560,0.486747008,-0.912202336,0.2631582,0.585065677,-2.010484742,-0.415693538
Software Developer,f,2,77,0,500,450,445,0.444617717,-0.966522501,0.363006796,0.379457497,-2.115637767,-1.058145597
Software Developer,m,2,77,0,485,560,505,0.493596387,-1.424856044,0.446013093,0.073392097,-2.866272412,0.503493445
Software Developer,m,2,77,1,780,680,620,0.380091833,-0.234978459,0.891545695,0.377671609,-2.329336337,-1.47373946
Software Developer,m,2,77,0,370,535,355,0.842248322,-0.831348854,0.402388539,0.994662676,-2.078950756,-0.675635144
Software Developer,m,2,77,1,405,495,585,0.744758354,-0.019752526,0.930576444,0.191719035,-2.053111726,-0.738622962
Software Developer,m,2,77,1,605,590,535,0.356536488,-0.023147438,0.164588449,0.330315091,-2.678902085,-0.762759221
Software Developer,m,2,77,0,455,485,510,0.622642916,-0.932051758,0.03796877,0.958695921,-2.878734979,-1.019237777
Software Developer,m,2,77,0,385,505,605,0.953899775,1.373726054,0.625284259,0.08301719,-2.446808156,-1.467538051
Software Developer,f,2,77,0,595,545,690,0.999910408,-0.452407987,0.566005493,0.805765451,-1.627132696,0.594584903
Software Developer,m,2,77,0,385,410,330,0.080055281,-0.181241581,0.859846664,-0.107554329,-1.764441302,-0.438409263
Software Developer,f,2,77,0,430,445,295,0.953899775,-1.392574741,-0.849212985,0.51341121,-2.803014412,-0.347584157
Software Developer,m,2,77.01,1,385,465,595,0.824666401,-0.044143593,0.453909022,-0.625975243,-2.123966525,-1.400746659
Software Developer,m,2,77.04,0,430,570,470,0.356536488,-0.767297399,0.039289155,0.84756936,-1.585870954,1.32616723
Software Developer,m,2,77.1,0,455,565,404,0.901489571,-1.452903063,-0.467006568,0.736989486,-2.200754358,1.238190778
Software Developer,m,2,77.1,0,595,585,565,0.960603252,-1.322835068,0.250074572,0.654662156,-2.052595672,-0.078814242
Software Developer,m,2,77.12,1,605,425,295,0.622642916,1.487580829,-0.166900975,0.981206566,2.086214428,-0.332670892
Software Developer,m,2,77.15,0,450,525,545,0.735795709,-0.278275519,0.189698242,0.107025239,1.684114026,-1.139200959
Software Developer,m,2,77.15,1,385,510,585,0.765673581,-0.045043181,0.091651905,0.228869384,-1.643900916,-0.042571393
Software Developer,f,2,77.22,0,520,620,470,0.744758354,-1.313201288,-0.141557433,0.98221388,-2.78832179,1.339784329
Software Developer,f,2,77.24,1,435,365,475,0.308400583,-0.677612684,0.074161147,0.535875275,-1.637081521,-1.305675133
Software Developer,m,2,77.26,0,560,540,475,0.165633092,-0.731092909,0.506962025,0.810535488,-1.687071168,-0.63929685
Software Developer,m,2,77.3,1,325,500,665,0.843123727,-0.78718881,0.14782552,0.023231144,-2.248995408,-1.209858693
Software Developer,m,1,77.3,1,580,555,705,0.974396113,-0.56031842,0.148247278,0.755421349,-2.61062999,-1.04906374
Software Developer,m,2,77.4,1,415,465,565,0.308400583,-1.409860683,0.739504456,-0.557150155,-1.931552879,0.540686643
Software Developer,m,2,77.4,0,570,630,870,0.979521744,-1.075218005,0.512224257,0.679221057,1.878165936,1.343835915
Software Developer,f,2,77.4,1,555,465,605,0.694479328,-1.48476774,0.107639903,-0.852609029,-1.736270579,1.324336413
Software Developer,m,2,77.43,0,505,615,605,0.864685413,0.899108728,-0.860780461,0.672403028,-1.872558083,-0.216888514
Software Developer,m,2,77.45,0,335,455,425,0.670743151,-0.787528635,0.007360256,0.475779493,-1.665799386,-0.497179634
Software Developer,m,1,77.5,0,395,435,645,0.990008757,1.158452169,-0.910282975,0.025048061,-2.373428213,-0.40794778
Software Developer,m,2,77.5,0,725,435,615,0.911395278,-0.629419418,-0.184568054,0.826188451,-2.291845017,-0.015376277
Software Developer,m,2,77.5,0,475,465,585,0.0587928,-0.96610802,0.064941074,0.064162285,-2.020374374,-0.801942955
Software Developer,f,2,77.5,1,575,635,565,0.843123727,-0.032437476,0.27378778,0.247491517,-2.700749945,-0.866336011
Software Developer,m,1,77.5,0,640,610,590,0.998876108,-1.402685689,0.405463814,0.992278751,-1.696134431,-0.010551959
Software Developer,m,1,77.5,0,440,605,520,0.356536488,-0.01777648,0.751489576,0.126648735,-1.678484023,0.385621891
Software Developer,m,2,77.5,1,440,455,450,0.979521744,-0.557147651,0.140503817,0.840115533,2.411604181,-1.244948239
Software Developer,m,1,77.56,1,530,595,340,0.842248322,-1.030997313,0.075053185,0.789177087,-1.86229645,-0.506168201
Software Developer,f,2,77.58,0,595,645,495,0.864685413,-0.486405568,0.233963891,0.358525227,-2.254931942,-0.855781787
Software Developer,f,2,77.6,1,605,475,325,0.413838256,-1.024693799,-0.78966796,0.23332122,-2.802249851,1.426835371
Software Developer,m,1,77.6,1,485,555,720,0.911395278,-1.209662567,0.606507634,0.728138453,2.351576697,-1.283789371
Software Developer,m,2,77.7,0,534,575,685,0.376059587,0.7387115,0.982939804,0.363624518,-2.714172727,-1.429991693
Software Developer,f,2,77.7,0,605,635,525,0.793580615,-0.017748522,-0.496163651,0.199345273,-2.106699341,-0.279371678
Software Developer,m,2,77.7,0,545,520,575,0.356536488,-0.460650136,0.792527878,0.90077593,-2.889203908,-1.332546161
Software Developer,m,2,77.7,0,545,535,470,0.744758354,-0.509885256,0.305851759,0.285434333,-2.043104658,0.512599759
Software Developer,m,2,77.78,0,650,545,380,0.744758354,-0.38041032,0.744393369,0.067548572,-2.838786753,-1.255866845
Software Developer,m,2,77.8,1,415,535,615,0.884122512,-0.328981814,0.216343,0.308565405,-2.915435912,-0.938947949
Software Developer,m,2,77.94,0,555,645,750,0.655766943,-0.762804827,0.560631817,0.250143322,-1.520236126,-0.801780632
Software Developer,f,2,78,1,475,515,405,0.24545566,-0.890283638,0.831546172,0.746781646,-2.099296393,0.947932822
Software Developer,f,2,78,0,525,595,365,0.793580615,1.248591301,0.352375164,-0.258760835,-2.126988118,-0.976498745
Software Developer,m,2,78,0,405,485,495,0.165633092,0.785641263,0.92970802,0.02775922,2.413481296,-0.835644971
Software Developer,f,2,78,1,515,465,395,0.735795709,0.84721298,0.503591403,0.158082531,-1.935144181,-0.639003865
Software Developer,f,2,78,1,485,565,475,0.864685413,-1.071771897,-0.300823343,0.44021034,-1.701223632,-0.313267342
Software Developer,f,2,78,0,305,515,495,0.714529363,-1.07339417,0.654831389,0.341346638,-2.13742294,-0.907351864
Software Developer,m,2,78,1,515,645,545,0.968237496,-0.537867194,0.877513454,0.014666369,-2.72203785,-1.004287018
Software Developer,m,2,78,0,455,684,635,0.974396113,-1.299460936,0.062270725,0.915470179,-2.463728892,-1.338514903
Software Developer,m,2,78,1,465,515,615,0.81941653,-1.220270467,0.846555263,0.945565733,-1.744422569,1.027751927
Software Developer,f,2,78,0,520,535,545,0.793580615,-0.639453141,0.669527444,-0.066987185,2.791584939,-1.460560849
Software Developer,m,2,78,0,590,545,705,0.376059587,-0.712594254,0.025835952,0.115146513,-2.381026879,-0.428178717
Software Developer,f,2,78,1,625,545,575,0.704090412,-0.849851299,0.874710256,0.037757744,-2.142390761,-0.039565352
Software Developer,f,2,78,0,285,560,545,0.81941653,-0.177537186,0.631117549,0.108282463,-2.985342849,-0.215236103
Software Developer,m,2,78,0,485,340,485,0.694479328,0.82233303,0.560452134,0.158379379,-2.015464965,0.377298642
Software Developer,m,2,78,0,430,495,575,0.0587928,-0.115528932,0.864168279,0.845024511,-2.024751226,-0.881227765
Software Developer,f,2,78,0,615,605,645,0.978799293,-1.285159698,-0.262488201,0.443607509,-1.574294429,1.09330811
Software Developer,m,2,78,0,465,605,650,0.783303537,-0.883666265,0.20036673,0.705557518,-2.570790092,0.694430124
Software Developer,m,2,78,0,685,570,705,0.960903087,-0.007922156,0.392060043,0.771324683,-2.238739287,-1.450586357
Software Developer,m,2,78,0,510,535,605,0.81941653,-0.557838715,-0.393807118,0.130036676,1.553181873,-0.465517225
Software Developer,m,2,78,0,405,575,635,0.622642916,-0.706339055,0.738684908,0.373867947,-2.554822028,-0.666555576
Software Developer,f,1,78,1,615,610,510,0.978799293,-1.023235305,0.159624718,-0.287046655,1.800493378,-1.468179795
Software Developer,m,2,78,0,465,455,680,0.953899775,1.464917212,0.043433249,0.705983544,-1.834386262,-1.318596408
Software Developer,m,2,78,0,475,485,525,0.916869961,-0.756594372,0.205226742,0.129328261,-2.02833146,-0.880601988
Software Developer,f,2,78,0,350,460,345,0.1798739,-0.001664157,0.326134847,0.805363842,-2.803970204,-1.087923352
Software Developer,f,2,78,0,580,570,560,0.356536488,-1.084258699,0.210543729,0.522662643,-2.356756621,-0.93093872
Software Developer,m,2,78,0,385,435,320,0.23780284,-1.059377089,-0.123304798,0.957419038,1.802182524,-0.377041831
Software Developer,m,2,78,0,570,555,545,0.744758354,-1.198734947,0.925097114,0.214361268,-2.236182113,-0.667539842
Software Developer,f,2,78.12,0,475,640,460,0.744758354,1.102619764,0.330306114,0.571227949,-2.848566591,-0.690929747
Software Developer,f,2,78.15,0,455,535,445,0.635978756,-0.301149614,0.674388322,0.812587147,-1.522983785,-0.130511686
Software Developer,f,2,78.15,1,515,635,725,0.694479328,-0.50278979,-0.454804472,0.338950359,-2.354677379,-1.240139926
Software Developer,f,2,78.15,1,520,630,560,0.974396113,-0.015108955,0.353744601,0.328801816,-2.156017613,-1.40508076
Software Developer,m,2,78.16,0,380,415,620,0.338786347,-0.18408921,0.642897087,-0.275846775,-1.685664593,-0.109971141
Software Developer,m,2,78.16,0,555,645,455,0.735795709,-0.714224118,0.117153731,0.185281462,-2.76590177,-0.516503544
Software Developer,m,2,78.16,0,315,340,235,0.356536488,0.484136301,0.127447266,0.431703193,-1.554167182,-1.007796859
Software Developer,f,2,78.2,0,615,500,530,0.978799293,-0.074782319,0.51207649,0.873639332,2.198648535,-0.937738476
Software Developer,f,2,78.27,1,635,495,525,0.974396113,0.868495436,0.137111126,0.424987807,2.925228637,-0.646807883
Software Developer,m,2,78.3,0,430,510,605,0.978799293,-1.292622531,0.752352563,0.840242325,-2.038112945,-0.481623578
Software Developer,f,2,78.31,0,555,535,430,0.670743151,-1.076461163,-0.689320281,-0.140178147,2.909090751,-0.766904106
Software Developer,m,2,78.5,0,475,485,455,0.376059587,-0.595026317,0.430575748,0.813256788,-1.666516412,-0.793927047
Software Developer,m,2,78.5,1,780,630,650,0.735795709,-0.690137285,0.68193783,0.338117317,-1.504381831,-0.39892253
Software Developer,m,2,78.5,0,440,415,560,0.276047228,1.141477404,-0.163223492,-0.273573549,-2.62035537,0.284181101
Software Developer,m,2,78.5,0,385,595,440,0.88162007,-1.299908075,0.212241517,0.5524373,-1.503183237,-0.888372765
Software Developer,m,2,78.53,0,535,485,555,0.735795709,-1.208718927,-0.349660696,0.121358344,-2.544499846,-0.799798234
Software Developer,f,2,78.6,0,405,545,450,0.649389715,-0.348604051,0.807821873,0.57717077,-1.981634465,-0.147027305
Software Developer,f,2,78.61,0,335,465,385,0.622642916,-0.552585555,0.53544101,0.392214442,2.976972545,-0.825028077
Software Developer,f,2,78.7,0,545,445,525,0.229481755,-1.428860638,0.54644004,-0.498617186,1.540661232,-0.583149555
Software Developer,m,2,78.78,0,535,415,705,0.916869961,-0.007467123,0.353653555,0.647647368,-1.681696484,-1.117466302
Software Developer,m,2,78.8,0,395,565,655,0.884122512,-0.624048332,0.833769511,0.310208742,-1.735954663,-1.347749141
Software Developer,m,2,78.83,1,365,505,325,0.864685413,-1.282598293,0.729742724,0.986403464,-1.626518198,-1.443416377
Software Developer,f,2,78.85,1,445,605,625,0.843123727,-0.962229395,0.471027014,0.033220958,2.972694887,-0.89166936
Software Developer,f,2,78.9,0,515,575,525,0.824666401,-0.108818281,0.693688861,0.351012426,-2.763563196,-0.406230685
Software Developer,m,2,79,0,545,665,635,0.979521744,0.104926784,0.114543809,0.696865174,-2.942133247,1.180939024
Software Developer,m,2,79,0,365,365,425,0.377551419,-0.032006851,0.60825189,0.65866099,-2.845253766,-0.744933825
Software Developer,m,2,79,0,515,555,655,0.124502074,-0.633684175,0.918606786,0.796715906,-2.612219873,-0.448518803
Software Developer,f,2,79,0,385,515,555,0.670743151,-1.089708725,0.565670584,0.348477634,1.516228135,1.32979064
Software Developer,m,2,79,1,580,535,455,0.884122512,-1.239993029,0.839492675,0.523233086,-1.535872895,-1.037469406
Software Developer,m,2,79,0,465,545,385,0.450876584,-0.253276901,0.69085,0.828410062,-2.13297453,-0.986229262
Software Developer,f,2,79,0,590,450,400,0.356536488,-0.308086072,0.247261993,0.502837307,-2.744038387,-0.178793669
Software Developer,m,1,79,0,590,555,560,0.486747008,0.603555397,0.63974965,0.717554211,-1.902943599,0.313688445
Software Developer,m,2,79,0,440,565,430,0.356536488,0.147518105,0.175168041,0.85140678,-1.507886659,-0.756052379
Software Developer,f,2,79,0,455,460,510,0.899843844,0.650996513,-0.56910702,-0.200228183,-1.705079147,-0.714864714
Software Developer,m,2,79.05,0,675,570,605,0.960903087,0.055284147,0.236927731,-0.465847307,-2.827983768,0.625871931
Software Developer,m,2,79.1,0,525,565,645,0.694479328,-0.669645284,0.708147571,0.793777086,-1.977516693,1.155981498
Software Developer,m,2,79.12,0,515,555,554,0.864685413,1.365806707,0.133974065,0.257882804,-1.772364717,-0.357130248
Software Developer,f,2,79.21,0,430,445,495,0.356536488,-1.281392041,0.57534603,0.749016143,-2.789636071,-1.217113113
Software Developer,m,1,79.29,1,370,525,545,0.960903087,-0.991808529,-0.385174428,0.378199875,2.787538099,-1.26804418
Software Developer,f,1,79.3,1,570,475,295,0.413838256,0.372264031,0.458812905,0.144187252,-1.722482299,-1.186692561
Software Developer,m,2,79.37,0,405,510,650,0.735795709,-0.765605335,0.125642821,0.518009162,-2.984222488,-1.166401583
Software Developer,f,2,79.43,0,575,575,525,0.704090412,-0.363569971,0.6837283,0.953199749,-2.687734632,-1.449390589
Software Developer,m,2,79.51,1,435,435,495,0.124502074,-0.077687323,-0.483183517,-0.135923331,-1.533227878,1.47249171
Software Developer,m,2,79.56,0,510,580,515,0.486747008,-0.036219443,0.285949918,0.023774545,-2.573396387,-0.387117185
Software Developer,m,2,79.6,0,305,555,645,0.901489571,-0.522475998,0.149127411,-0.016465456,-2.425090126,-0.292201318
Software Developer,m,2,79.67,0,475,585,515,0.229481755,-0.698823698,0.837270526,-0.464839423,-1.884174423,-0.288871088
Software Developer,m,2,79.68,0,380,510,325,0.308400583,-1.081299713,0.894404187,0.118078221,-2.301720813,-1.197379202
Software Developer,m,2,79.7,0,454,495,615,0.600057182,-0.950244953,0.387235679,0.176859922,-2.530054638,-0.307507436
Software Developer,f,2,79.75,1,650,585,735,0.694479328,-1.449537348,0.481883473,0.720219092,-2.791325284,-0.987640619
Software Developer,m,1,79.8,0,485,465,545,0.995265706,-0.204160512,0.757989511,0.539552154,-1.515652263,0.700611523
Software Developer,m,2,79.8,1,535,590,605,0.338786347,-1.396444969,-0.477114219,0.533895075,2.774175823,-0.415717298
Software Developer,f,2,79.84,0,510,610,635,0.704090412,-0.3087322,0.479649309,0.657536612,-1.898225639,-0.28331685
Software Developer,f,1,79.96,0,545,520,645,0.997298968,-1.306680062,0.217867212,0.031677465,1.943067344,-1.020041197
Software Developer,m,2,79.98,0,570,410,500,0.356536488,-1.287196152,0.505357159,0.811108504,-1.574803758,-0.348763964
Software Developer,m,2,80,0,545,545,725,0.884122512,-0.358010712,0.149742962,-0.517922101,-1.66855501,-1.126428257
Software Developer,m,2,80,0,555,535,655,0.916869961,-0.985498271,0.481918027,0.597358602,-1.62444326,-0.334003837
Software Developer,f,2,80,1,595,565,605,0.974396113,-0.660036948,0.946058278,0.824209998,-2.031925182,-0.777843355
Software Developer,m,2,80,0,450,545,515,0.998876108,-0.870436651,0.723472278,0.885617201,2.826056718,-0.640142558
Software Developer,f,2,80,0,485,525,575,0.972898709,-0.335367056,0.176437012,0.690424669,2.419492842,-1.052516724
Software Developer,m,2,80,0,500,510,485,0.942116551,-0.461457009,0.743081089,0.164795232,-1.626405134,-1.073037629
Software Developer,f,2,80,0,520,655,825,0.765673581,1.46515228,0.497849664,0.659477143,-1.818370059,-0.616278791
Software Developer,m,2,80,0,465,570,680,0.694479328,-0.043736279,-0.345284552,0.88440728,-1.881074121,0.000843838
Software Developer,f,2,80,0,440,415,554,0.793580615,-0.623204429,0.115150567,0.449403937,-2.680976667,-1.222318254
Software Developer,m,2,80,0,510,520,590,0.837620726,-0.27513984,0.549090869,0.433192854,-1.664996671,-0.131314044
Software Developer,f,2,80,0,485,460,445,0.336185066,0.064964874,0.462715412,0.465734875,2.501067558,-0.999909929
Software Developer,m,2,80,0,355,290,450,0.916869961,-1.006798373,0.127802023,0.984584856,-2.891084854,-0.070042111
Software Developer,m,2,80,1,525,470,570,0.978799293,-0.105206583,-0.088657967,0.186749929,-2.233067852,-1.034933835
Software Developer,m,1,80,0,465,495,450,0.994050872,-0.125430933,0.590128892,0.516334787,-1.542520151,-0.650475346
Software Developer,f,2,80,0,545,545,595,0.356536488,-1.40708566,0.923807534,0.323281521,-2.1408302,-0.511789151
Software Developer,m,2,80,1,525,530,520,0.979521744,-1.432982485,0.607949,0.088884766,-2.566145143,-1.452450452
Software Developer,m,2,80,0,500,480,500,0.356536488,-0.10032301,0.797344653,0.428123727,-1.567953676,-1.117449859
Software Developer,m,2,80,0,440,625,510,0.952245573,-0.812695124,0.530739462,0.368434673,-2.199115746,-1.118321276
Software Developer,f,2,80,0,455,385,460,0.735795709,-0.978600658,0.3663283,-0.06114468,-2.798314261,-0.678529574
Software Developer,f,2,80,1,720,675,570,0.694479328,-0.155790858,0.830103457,-0.610220925,-2.030515809,-1.272039581
Software Developer,m,2,80.02,1,250,460,385,0.23780284,-0.514997281,0.98845558,-0.429475626,-1.627796014,-0.959576174
Software Developer,m,1,80.05,1,650,605,545,0.916869961,-0.000394274,0.764579007,-0.305186385,-2.141995148,-0.708962428
Software Developer,f,2,80.2,1,465,510,570,0.783303537,-1.308327614,0.74794528,0.294867668,-2.942524099,-0.364578495
Software Developer,m,2,80.2,1,665,615,605,0.992259189,-0.821394697,0.488898482,0.073156997,-2.571016239,-0.702600087
Software Developer,f,1,80.26,1,660,645,695,0.901489571,-1.482308511,0.589489233,0.362690906,-2.410840255,-0.135235736
Software Developer,m,2,80.27,0,465,385,625,0.600057182,-0.206038057,0.098540555,0.069020159,2.550084342,-1.077851594
Software Developer,m,2,80.3,0,595,495,565,0.884122512,-0.595353424,0.003291712,0.360101261,-1.814656681,0.853411099
Software Developer,m,2,80.3,0,605,645,810,0.983749967,-0.518433835,0.962038937,0.212311584,-2.960436423,0.351032396
Software Developer,f,2,80.35,0,500,505,565,0.622642916,-0.059932596,0.828585986,0.337831599,-1.732067175,-1.300583182
Software Developer,f,2,80.36,0,500,520,620,0.916869961,-1.030459268,0.78604796,0.871380512,2.110749941,1.259525847
Software Developer,m,1,80.38,0,650,665,780,0.649389715,0.025314338,0.373545982,0.140542154,-1.84331995,1.448558493
Software Developer,m,2,80.5,1,415,625,675,0.930370607,-0.732423471,0.470002868,0.105771831,-2.255567966,1.444372865
Software Developer,f,1,80.6,1,545,585,575,0.991230625,-0.189885119,0.590176694,0.939243439,-2.046617178,-0.021055483
Software Developer,m,2,80.6,1,510,525,720,0.938399137,-0.860359591,0.274807733,0.583012122,-2.964495303,-0.509374343
Software Developer,m,2,80.6,1,475,520,765,0.486747008,-1.0059831,0.898100111,0.109735747,-2.386992922,-0.449175338
Software Developer,m,2,80.6,0,545,485,560,0.744758354,-0.430972098,0.006502741,-0.147849923,-2.839732428,-0.915060945
Software Developer,f,2,80.67,0,534,515,485,0.765673581,-0.704762439,0.803297776,-0.265248298,-2.651618672,-0.037406556
Software Developer,m,2,80.68,0,425,560,370,0.992259189,-1.400010898,0.924073358,-0.552846615,-2.269587334,0.476981057
Software Developer,m,2,80.7,1,500,520,455,0.864685413,-0.000849395,0.89607741,0.012907401,-2.109302716,-0.060000822
Software Developer,m,2,80.7,0,560,560,605,0.842248322,-1.313027436,0.973751803,0.897209662,-2.255226021,1.034689437
Software Developer,f,2,80.7,0,605,445,510,0.744758354,0.621486467,0.104748014,-0.878548904,2.171055644,-0.714985208
Software Developer,m,2,80.8,1,625,585,795,0.911395278,-0.60169989,-0.741737078,0.884835652,-1.732702321,-0.835839341
Software Developer,m,2,80.9,0,465,630,575,0.843123727,-0.316726402,-0.836038022,0.807242272,-1.762360639,0.12938164
Software Developer,m,2,80.9,0,650,615,525,0.486747008,-0.308214315,0.243644649,0.338034641,-1.846980069,-0.865999015
Software Developer,f,2,80.95,1,425,465,535,0.538386893,-0.800166619,0.781342151,0.949181587,-2.756548938,-0.129842139
Software Developer,m,2,81,0,345,505,595,0.974396113,-0.254971807,0.705478823,0.43654928,-2.032097846,0.756080554
Software Developer,m,2,81,0,335,535,495,0.563267824,-1.45345593,0.482764482,0.066733651,-2.42980563,-0.906175613
Software Developer,m,2,81,1,625,585,650,0.376059587,-1.420031722,0.699446361,0.269902471,2.670241832,-0.897618486
Software Developer,m,2,81,0,555,595,515,0.864685413,1.088414524,0.137489682,0.452304379,-2.958550644,1.403438783
Software Developer,m,2,81,1,730,525,690,0.694479328,-0.41833157,0.335524973,0.870224896,2.874617189,-0.28154398
Software Developer,f,2,81,1,475,515,464,0.622642916,0.842314452,0.244548461,0.334815234,-2.036455577,-1.150781878
Software Developer,m,2,81,1,405,485,485,0.884122512,-0.002600138,0.942905034,-0.643627096,1.564420767,-0.072528719
Software Developer,m,2,81,0,555,570,560,0.910770164,-0.661885994,0.068387204,0.904212816,-2.215953837,-1.487011997
Software Developer,f,2,81,0,580,545,560,0.694479328,0.788780154,-0.417570144,0.405936801,-2.798910728,-1.371660104
Software Developer,m,2,81,1,405,450,440,0.486747008,-1.491600075,0.594482528,0.777374431,2.73150162,-0.525003634
Software Developer,f,2,81,0,675,570,355,0.911395278,-0.751703718,0.247082576,0.493392916,1.515578181,-0.177799888
Software Developer,m,2,81,1,545,530,630,0.622642916,-0.847256163,0.253307068,0.82209532,1.912100604,-0.141021219
